occupationClaude,count
Seripture Reader,1
Serirener Land Indg Office Four Courts,1
Serit Merchant,1
Serivener's Clerk,1
Seriveners Clerk,1
Seriveness,1
Serivening,1
Serives Income from Interest of Money,1
Serjeant 4th R M Tens,1
Serjeant Major Army Pay Corps,1
Serjeant Royal Engineer Draughts Man,1
Serling and Telegraphist Clerk Post Office,1
Sermsterss,1
Sernan,1
Sero in Terns Tanten,1
Seroavant,1
Serqt R.I.C,1
Serras,1
Serreant Domestic,1
Sert Financial Agt,1
Sert P G M,1
Sert R.I.C,1
Sertcher in Spinning Mill,1
Sertg Clk and Telegraphist,1
Serton military Church ?,1
Serv Domestic,1
Serv to Dress Maker,1
Servan General Domestic,1
Servan Girl,1
Servan Unemployed,1
Servand Domest,1
Servand Domestic,1
Servanet,1
Servant Agency,1
Servant Agl,1
Servant Agric,1
Servant Agril,1
Servant All Work,1
Servant Army Pension,1
Servant Army Pensioner,1
Servant Attending Cattle,1
Servant Attending School,1
Servant Bank Porter,1
Servant Bar Maid,1
Servant Blacksmith,1
Servant Boy Dom,1
Servant Boy Domestic Servant,1
Servant Boy Farm,1
Servant Boy General Domestic Servant,1
Servant Boy Labourer,1
Servant Boy and Domestic Servant,1
Servant Boy to T. O'Reilly,1
Servant Bullons,1
Servant Bulter,1
Servant Butcher,1
Servant Butler Domestic,1
Servant Carlow Co Infirmity,1
Servant Carpenter,1
Servant Carver,1
Servant Cattle,1
Servant Cattle Herd,1
Servant Char,1
Servant Char Woman,1
Servant Charwomen,1
Servant Child,1
Servant Children Maid,1
Servant Children Maid Unemployed,1
Servant Childrens Nurse,1
Servant Clothey Factory,1
Servant Coachman and Gardener,1
Servant Collage,1
Servant Committee,1
Servant Cook Domc,1
Servant Cook Dome,1
Servant Cook Laundress,1
Servant Cook and C,1
Servant Cook and Domestic,1
Servant Cook in Hotel,1
Servant Cook. Domestic,1
Servant Cork,1
Servant Cormon,1
Servant D Domestic,1
Servant D S,1
Servant D. B. C,1
Servant D.S,1
Servant D.S.,1
Servant D?,1
Servant Daily Employed,1
Servant Dairy Maid,1
Servant Dairy Maid Domestic,1
Servant Dairyman Assistant,1
Servant Dary Maid,1
Servant Dealer,1
Servant Demestic,1
Servant Demst,1
Servant Dic,1
Servant Do,1
Servant Doemstic Servt,1
Servant Dom Cook,1
Servant Dom Servt.,1
Servant Dom Svt,1
Servant Dom. Servant,1
Servant Dom:,1
Servant Domc Butler,1
Servant Domesic,1
Servant Domesitc Servant,1
Servant Domest Maid,1
Servant Domest. Cook,1
Servant Domestc,1
Servant Domesti,1
Servant Domestic Bakers,1
Servant Domestic Caretaker,1
Servant Domestic Domestic,1
Servant Domestic Domestic Servant,1
Servant Domestic Farmer,1
Servant Domestic Generl Unemployed,1
Servant Domestic Genl,1
Servant Domestic H. Maid,1
Servant Domestic House and Parlour Maid,1
Servant Domestic Housekeeper,1
Servant Domestic Housework,1
Servant Domestic Labourer,1
Servant Domestic Maid,1
Servant Domestic Messenger,1
Servant Domestic Ord,1
Servant Domestic Out of Employement,1
Servant Domestic S,1
Servant Domestic Work,1
Servant Domestic in House,1
Servant Domestic not Employed,1
Servant Domestic not and Employed,1
"Servant Domestic, Coachman",1
Servant Domist,1
Servant Domistck,1
Servant Domistic,1
Servant Domistic Gl,1
Servant Domosick,1
Servant Doms Cook,1
Servant Doms General Domest,1
Servant Domstc,1
Servant Dost,1
Servant Drapers Porter,1
Servant Driver,1
Servant Egg Packer,1
Servant Emigrant ?,1
Servant Employed,1
Servant Employed on Railwy,1
Servant F,1
Servant Factory,1
Servant Factory Maid,1
Servant Farm Domestic,1
Servant Farm Labour,1
Servant Farm Sextoness and Dressmaker,1
Servant Farmer's Daughter,1
Servant Farmer's Son,1
Servant Farming,1
Servant Farries 126 Baty R.F.A,1
Servant Female Both Attendant,1
Servant Footman,1
Servant Formerly,1
Servant G Domestic,1
Servant G.P.,1
Servant Garden Boy,1
Servant Gardener Dom Ser,1
Servant Gardener Domestic,1
Servant Gen Unemployed,1
Servant Gen.,1
Servant Gen. Domestic,1
Servant Gene,1
Servant Genel,1
Servant Gener,1
Servant Genera,1
Servant General Cook,1
Servant General Dom,1
Servant General Domest,1
Servant General Domestic Servant,1
Servant General Housework,1
Servant General Indoor,1
Servant General Iron,1
Servant General Many,1
Servant General Retired,1
"Servant General, Domestic",1
Servant Generals Unemployed,1
Servant Genl Cook,1
Servant Genl Cook Domestic,1
Servant Genl and Domestic,1
Servant Genl. Domestic,1
Servant Genral,1
Servant Genrl,1
Servant Genrl Domestic,1
Servant Ginl,1
Servant Girl Domc,1
Servant Girl Domestic Servant,1
Servant Gl,1
Servant Gl Domestic,1
Servant Gn,1
Servant Grand Canal Company,1
Servant Grocers,1
Servant Grocers Porter,1
Servant Grol,1
Servant Groom and C,1
Servant H Cook,1
Servant H Domestic,1
Servant H Nurse,1
Servant H P Maid,1
Servant H maid,1
Servant Hall Porter,1
Servant Hore,1
Servant Hotel Boots,1
Servant Hotel Boy Domestic,1
Servant House Maid Domc,1
Servant House Maid Domestic,1
Servant House Man,1
Servant House Parlor Maid Domestic Servant,1
Servant House Parlour Maid,1
Servant House Parlourmaid Domestic,1
Servant House Work,1
Servant Housemaid Dom,1
Servant Housemaid Domestic Servant,1
Servant Houskeeper,1
Servant Invalided,1
Servant Iron Works,1
Servant Jena,1
Servant Kitchen,1
Servant Kitchenmaid,1
Servant Knight D L I P,1
Servant Lab,1
Servant Labourer Agricultural,1
Servant Labourer Farm,1
Servant Lauber,1
Servant Laundess,1
Servant Laundress Domestic,1
Servant Leeder of Print and Machine,1
Servant Made,1
Servant Maid Dom,1
Servant Maid Domestic Servant,1
Servant Maid General,1
Servant Maid Man,1
Servant Maid to T. O'Reilly,1
Servant Maied Domestic,1
Servant Male,1
Servant Male General,1
Servant Man Domestic Servant,1
Servant Man Farm,1
Servant Man Genl,1
Servant Man T C D and Pathological School,1
Servant Marktman,1
Servant Meat Store,1
Servant Meroly,1
Servant Message Boy,1
Servant Messenger and Gardener,1
Servant Mother Help,1
Servant Na,1
Servant News Vendor,1
Servant No Business,1
Servant Now Unemployed,1
Servant Nurse Domc,1
Servant Nurse Maid,1
"Servant Nurse, Domestic",1
Servant Nursemaid,1
Servant Nursery Maid,1
Servant Office Caretaker,1
Servant Only,1
Servant Our Farm,1
Servant Out of Work,1
Servant Outdoor,1
Servant P House,1
Servant Pantyboy,1
Servant Parlormaid,1
Servant Parloumaid,1
Servant Parlour,1
Servant Parlour Maid Domestic Servant,1
Servant Parlour maid,1
Servant Police Bck,1
Servant Pork,1
Servant R.I.C,1
Servant R.I.C. BR,1
Servant Read,1
Servant Regatry,1
Servant Retired Army Pensioner,1
Servant Rly,1
Servant S.G.D.,1
Servant Servant,1
Servant Shop Girl,1
Servant Shop Messenger,1
Servant Sleeping at Home,1
Servant Son,1
Servant Stable Assistant,1
Servant Stake Man,1
Servant Storeman,1
Servant Tailor,1
Servant Unempd,1
Servant Unemploy,1
Servant Unemployd,1
Servant Unemployee House Maid,1
Servant Unemployment,1
Servant Unemplye,1
Servant Unimployed,1
Servant Van Driver,1
Servant Vanman,1
Servant Waiter,1
Servant Waiter Domestic,1
Servant Waiter in Hotel,1
Servant Ward,1
Servant Washer Woman,1
Servant Waya,1
Servant Woman in the Pathological School T C D,1
Servant Yard,1
Servant Yard Man,1
Servant Yardman,1
Servant and Army Pensioner,1
Servant and Barman,1
Servant and Bursh,1
Servant and Butler,1
Servant and Caretaker,1
Servant and Clerk of Church,1
Servant and Cook,1
Servant and Cookman,1
Servant and General,1
Servant and Gentlewomen Derived From Land Devidends etc,1
Servant and Hard,1
Servant and House Keeper,1
Servant and House Maid,1
Servant and Relative,1
Servant and Rural Post Boy,1
Servant and School Boy,1
Servant and Seamstress,1
Servant and Shop,1
Servant and Shop Assistant,1
Servant and Telegraph Messenger,1
Servant and Yard Boy,1
Servant as Cook,1
Servant as Couse of Parlour Maid,1
Servant at Mace,1
Servant at Malone's,1
Servant at R I C Barracks,1
Servant at School,1
Servant at Shopkeeper,1
Servant at Work on Farm,1
Servant at home,1
Servant for House,1
Servant gardner Domestic,1
Servant general,1
Servant in Army,1
Servant in Bacon Store,1
Servant in Barrick,1
Servant in Club,1
Servant in Convert,1
Servant in Criamery,1
Servant in Cutter Facty,1
Servant in Dairy,1
Servant in Door,1
Servant in Flax Factory,1
Servant in Home,1
Servant in House Domestic Servant,1
Servant in Meatstore,1
Servant in Officer,1
Servant in Paper Office,1
Servant in Public Baths,1
Servant in Public House,1
Servant in R I C Barrick,1
Servant in R I C Bks,1
Servant in R. I. C. Corrack,1
Servant in R.I.C Btrs,1
Servant in R.I.C. Bts and Nurse,1
Servant in Store,1
Servant in T.C.D,1
Servant in Wool Factory,1
Servant in a Butter Store,1
Servant in a Butterstore,1
Servant in a Confectionery,1
Servant in a Creamery,1
Servant in a Factory,1
Servant in mat?,1
Servant in the Employment of Patk Donnelly,1
Servant in to Infirmary,1
Servant man,1
Servant not Working,1
Servant of Merchant,1
Servant of School,1
Servant on Boy,1
Servant on Employed,1
Servant on Railway,1
Servant or Clerk,1
Servant or Porter,1
Servant out Place,1
Servant out of Employed,1
Servant out of Place Labourer,1
Servant out of Plate,1
Servant out of employ,1
Servant to B.J,1
Servant to D.I R.I.C,1
Servant to Family,1
Servant to Family Domestic,1
Servant to R.I.C,1
Servant to Rev Taylor,1
Servant to Sarets Comty,1
Servant to family,1
Servant's Agency and Lodging House,1
Servant's Daughter,1
Servant's Registrar,1
Servant's Registry,1
Servant's Son,1
"Servant,",1
"Servant, Childrens Nurse",1
"Servant, D.",1
"Servant, Domestic Servant",1
"Servant, Farm",1
"Servant, Gen,",1
"Servant, General Domestic",1
"Servant, House Maid",1
"Servant, Housemaid",1
"Servant, Housemaid and c",1
"Servant, Labourer",1
"Servant, Now Unemployed",1
"Servant, Stable Man",1
"Servant, on The, Esta",1
Servant. General Domestic,1
Servant. Van Driver,1
Servant/out,1
Servant: Domestic,1
Servant??,1
Servanth,1
Servantman or General Servant,1
Servants Daughter,1
Servants Dom,1
Servants Domestic,1
Servants Farm,1
Servants General,1
Servants General Servant,1
Servants Groom,1
Servants Help,1
Servants Man,1
Servants Register Office Keeper,1
Servants Registrar,1
Servar Cook,1
Servat General Domestic,1
Servatt,1
Servay,1
Servay A Maynooth Collector,1
Servcing Line to Cosch Building,1
Serve in Hard Ware Store,1
Serveant Butter,1
Serveant D.S.,1
Serveant Domtc,1
Serveant Labourer,1
Serveant a Butter,1
Servenat,1
Servent Agricultural,1
Servent Cook,1
Servent Domes,1
Servent Domestic General,1
Servent Factory Labourer,1
Servent Girl,1
Servent Man,1
Servent Nurse,1
Servent and Charwoman,1
Servent at Home,1
Servent on Corporation,1
"Servent, General",1
Serveont,1
Server Flowering,1
Server and Seamstress,1
Server in Bag Factory,1
Server in Bag Store,1
Server in Print Works,1
Server of Cloth in Bleach Works,1
Serverer,1
Servering Time to Gr,1
Servery Time Molder,1
Serves,1
Serveyor,1
Serveyor of Land,1
Service Carpenter,1
Service Domestic,1
Service Income from Houses,1
Service Irish Clerk,1
Service Messenger Chief Sect Office Dublin City,1
Service Rural Post Man,1
Service in Navy,1
Serviced Vintners Undertaker,1
Services Keeper,1
Services Wife,1
Services her Time at Millenery,1
Serving,1
Serving ? Hairdressery,1
Serving A Smith,1
Serving Boy,1
Serving Capl R T Rifles,1
Serving Carpenter,1
Serving Dresmaking,1
Serving Dressmdy,1
Serving From Dressmaking,1
Serving Garening,1
Serving Her Time,1
Serving Her Time To The Book Folding,1
Serving His Time To The House Painting,1
Serving His Time at Pluming,1
Serving His Time to Taloy,1
Serving Limits Smts,1
Serving Line EF,1
Serving Machenic Agent,1
Serving Machenist at Rinafores,1
Serving Machine Mechanic,1
Serving Maid Domestic,1
Serving Maid Domestic Sert,1
Serving T Dressmaking,1
Serving Time Compositor,1
Serving Time Dressmaker,1
Serving Time Engneer,1
Serving Time Foundery,1
Serving Time Gardener,1
Serving Time Plumbing Trade,1
Serving Time Wheeler,1
Serving Time as Fitter,1
Serving Time at Tobbing Smith,1
Serving Time for Fitting,1
Serving Time to Bricklaying,1
Serving Time to Carpenter,1
Serving Time to Dressmaking,1
Serving Time to Homemaker,1
Serving Time to Millinery,1
Serving Time to Painter,1
Serving Timer to Smith,1
Serving Weft in Factory,1
Serving Wine Cabinet ?,1
Serving agent,1
Serving and Knitting,1
Serving as Seamstress,1
Serving as a Tealorst,1
Serving at Home,1
Serving her Mother,1
Serving her Time Hadware,1
Serving her Time to Dressmaker,1
Serving his Apprentice Clerk D. Flax Business,1
Serving his Same to Fishmonger,1
Serving his Time,1
Serving his Time Watch Making,1
Serving his Time as Private,1
Serving his Time as a House Painter,1
Serving in 4th Lein Regt,1
Serving in Army Reserve Section D Private Galorty Van Man,1
Serving in H.M. Army,1
Serving in HM Army,1
Serving in R D Finisher,1
Serving on Navy,1
Serving the Dres Marking,1
Serving the King in Inniskellings ? India,1
Serving time Carpenter,1
Serving time to fitting,1
Serving time to gass fitter,1
Serving to Boiler Making,1
Serving to Mechanic,1
Serving to coach Bilding,1
Servinghistons Printing,1
Servingmaid Domestic Servant,1
Servingtime Take Dressmaking,1
Servint,1
Servint Boy,1
Servint Domestic,1
Servnt Labourer,1
Servs?,1
Servt Boy,1
Servt Boy Domestic,1
Servt Boye,1
Servt Child,1
Servt Cook Domestic,1
Servt Dom. Servt,1
Servt Domestic Butler,1
Servt Domestic Cook,1
Servt Domestic General,1
Servt Farrier R A,1
Servt General House Maid,1
Servt Girl Domestic,1
Servt Governess,1
Servt House,1
Servt House Keeper,1
Servt House Maid,1
Servt House maid,1
Servt Kitchen Maid Domc,1
Servt Labourer,1
Servt Maid,1
Servt Maid Domestic,1
Servt Unemploy,1
Servt Unemployed,1
Servt not Employed,1
Servt or Scholar,1
Servt's Registor Office Agent,1
"Servt, Domestic",1
Servt. Cook Domc,1
Servt. Domes,1
Servt. Domestic Coachman,1
Servt. Farm,1
Servt. Son,1
Servyor,1
Serwant,1
Serwer in a Mill,1
Sery R.I.C,1
Sessional Crown Solicitor for Co Tipperary,1
Sessions Law Manager,1
Seston,1
Seston Drumcondra,1
Seston of Church,1
Set Bag in preparing Room,1
Set Boy B R Co,1
Set Boy Factory,1
Set Boy Linen Mill Worker,1
Set Boy at Linen,1
Set Boy in Flax Mill,1
Set Boy in Flax Spinning Mill,1
Set Boy in Linen Mill,1
Set Boy in Spinning Mill,1
Set Color Asst,1
Set Lodgings,1
Set Maker Printer,1
Set Maker in Granit Quarry,1
Set Maker in Granits Quarry,1
Set Maker in Quary,1
Set Maker's Apprentice,1
Set Maker's Wife,1
Set Makers,1
Set Marker,1
Set Scholar,1
Set Weighing,1
Seteness,1
Seth Boy In Mill,1
Setl Maker,1
Setlen Church,1
Setmaker Granite Quarry,1
Setmaker Stonecutter,1
Setmaker Stonedressing,1
Sets maker,1
Sett Boy Flax Mill,1
Sett Boy in Flax Mill,1
Sett Boy in Linen Mill,1
Sett Boy in Mill,1
Sett Boy in Preparing Room,1
Sett Girl,1
Sett Maker Labourer,1
Sett Maker Stonedressing,1
Sett Maker in Granite Quarry,1
Sett Maker's apprentice,1
Sett Stone Maker,1
Sett Wrigher in Tow Carding Room,1
Sett. Maker in Quarry,1
Settboy in Spinning Mill,1
Settemaker,1
Setter Press Printer,1
Setting Frames in Jute Factory,1
Setting Lodgnigs,1
Setting Machinist,1
Settled Income,1
Settmaker in Quarry,1
Seutcher,1
Seuttoness,1
Sev Domestic,1
Seven Seed and Manure Merchant,1
Sevent,1
Sevent Domestic,1
Sever,1
Several Dealer,1
Several Division Clerk Education Officer Dublin,1
Several Servant,1
Several Servant Domestic,1
Severand,1
Seving Machin Mechanic,1
Sevt Washerwoman,1
Sevt maid,1
Sew Embroiderys,1
Sew Footer,1
Sewant,1
Sewarad Labourer,1
Seweag Maid Domc,1
Sewear,1
Sewed Machine Worker,1
Sewed Muslin Embroiderer,1
Sewed Muslin Worker,1
Seweny Machinist,1
Sewer Dren,1
Sewer Embroidery,1
Sewer H. R. Fs,1
Sewer Shirt Factory,1
Sewer and Cotton,1
Sewer and Farmer,1
Sewer in Chemical Works,1
Sewer in Cotton,1
Sewer in Linen Factory,1
Sewer of Cattons,1
Sewer of Cloth,1
Sewer of Handkerchiefs,1
Sewer of Lace,1
Sewer of Linen,1
Sewer of Machinist,1
Sewerage Contractor,1
Sewerage Labourer,1
Sewery Maid Domestic Servt,1
Sewier,1
Sewind,1
Sewing Cotton Manufacturer,1
Sewing Cotton Traveller,1
Sewing Embroiderer,1
Sewing Embroidry,1
Sewing Hand Embroidery,1
Sewing Ink Agent,1
Sewing Knitting,1
Sewing Linen and Cotton,1
Sewing M Mechanic,1
Sewing M/C & Cycle Agent,1
Sewing M/c Saleswoman,1
Sewing Mac Agent,1
Sewing Mach Forewoman,1
Sewing Machanic,1
Sewing Machenist,1
Sewing Machin Instructress,1
Sewing Machin Mechanic,1
Sewing Machin Mechanie,1
Sewing Machin Worker,1
Sewing Machinc Agent,1
Sewing Machine Agnet,1
Sewing Machine Agt,1
Sewing Machine Co Traveller,1
Sewing Machine Cold,1
Sewing Machine Commission Agent,1
Sewing Machine Instructess,1
Sewing Machine Instructress,1
Sewing Machine Instrumenter,1
Sewing Machine Machinic,1
Sewing Machine Mcanic,1
Sewing Machine Mechine Mechanic,1
Sewing Machine Sticher,1
Sewing Machine Superintendent,1
Sewing Machine Superntant,1
Sewing Machine Vendor,1
"Sewing Machine, Agent",1
Sewing Machineist,1
Sewing Machineist Unemployed,1
Sewing Machines,1
Sewing Machines Manages,1
Sewing Machines Traveller,1
Sewing Machinest Unemployed,1
Sewing Machinest in Muslin Factory,1
Sewing Machinist Chiefly Handkerchiefs,1
Sewing Machinist Retired Nurse Small Annesity,1
Sewing Machins Agent,1
Sewing Maid D Servant,1
Sewing Maid Domes Servt,1
Sewing Maid Domestic Servt,1
Sewing Maid Servant,1
Sewing Maid Unemployed,1
Sewing Maid and Domestic S.,1
Sewing Maide,1
Sewing Mechine Agnet,1
Sewing Mechine Mechanic,1
Sewing Mechinist,1
Sewing Merc in Factory,1
Sewing Messes,1
Sewing Mistress in National School,1
Sewing Monitress,1
Sewing Muslim,1
Sewing Seamstress,1
Sewing Shirts,1
Sewing Traveller Machine,1
Sewing agent,1
Sewing and C Formerly Nurse,1
"Sewing and Childrens Maid, Domestic",1
Sewing and Fl?,1
Sewing and House Keeping,1
Sewing and Housework,1
Sewing and Labouring,1
Sewing for Woolen Draper,1
Sewing in Dyeworks,1
Sewing in Wareroom,1
Sewing maid,1
Sewing on Machine,1
Sewney Machinist,1
Sewor,1
Sews Cloth in Bleach and Dye Works,1
Sews Lace Work,1
Sews at Home,1
Sewster,1
Sewyer,1
Sewytor,1
Sexever in Rope Factory,1
Sexon of Irish Church,1
Sexonist,1
Sextiness of Church,1
Sexton Annaduff Church,1
Sexton Army Pensioner,1
Sexton Ballymoyre Roman Catholic Church,1
Sexton C. Church,1
Sexton Catholic Ch,1
Sexton Christ Church,1
Sexton Church of Ireland,1
Sexton Clerk,1
Sexton Glanmire Church,1
Sexton Marper,1
Sexton Methodist Chu,1
Sexton Presbn Church,1
Sexton Presbyterian Meeting House,1
Sexton Prispect County,1
Sexton R. C. C.,1
Sexton R. Catholic Church,1
Sexton R.C.C.,1
Sexton Shoemaker,1
Sexton St Mark,1
Sexton St Peter's Church,1
Sexton T St. Patrick,1
Sexton Weaver and Labourer,1
Sexton and Army Pensioner,1
Sexton and Gardener,1
Sexton and Gordener,1
Sexton and Housekeeper,1
Sexton and Labourer,1
Sexton and Pensioner R. I. C,1
Sexton and Tent Collector,1
Sexton and Time Keeper,1
Sexton and Verger,1
Sexton at Cathedral,1
Sexton in Church of Ireland,1
Sexton in I. C,1
Sexton in Irish Church,1
Sexton in Methodist Church,1
Sexton in Protestant Church,1
Sexton in R C Chapel,1
Sexton in Roman Catholic of Chapel,1
Sexton in St Malachy R C Chapel,1
Sexton of C.I.,1
Sexton of Cathedral,1
Sexton of Catholic Church,1
Sexton of Chaple,1
Sexton of Church Irish Church,1
Sexton of Church Late Sergeant in Army,1
Sexton of Church and Postman,1
Sexton of City Cemetery,1
Sexton of Hillsbors Church,1
Sexton of Kilglass Church,1
Sexton of M Church,1
Sexton of Presby Church,1
Sexton of Presbyterian Church,1
Sexton of Presbyterian Clerk,1
Sexton of Prest Church,1
Sexton of R.C. Church,1
Sexton of Rincurran Church,1
Sexton to Protestant Church,1
Sexton to R C Church,1
Sexton to R. C. Church,1
Sexton's Son,1
"Sexton, General Labourer",1
Sextones,1
Sextoness Church,1
Sextoness Creaghtmith ?,1
Sextoness I. C,1
Sextoness R.C. Church,1
Sextoness R.C.C Hotel,1
Sextoness St Mary's Chapel of Care Mount Joy St,1
Sextonist in Presbuterian Church,1
Sextus R.I.C,1
Sey Insurance Coy,1
Seyor Boiler,1
Seyser Annuated Sergeant R.I.C.,1
Seythe Maker in Factory,1
Seythi Grender in Factory,1
Seyton,1
"Sg Ir Royal, Garreson Party",1
Sgd I M Sgt 21st Lancer,1
Sgdn Sergeant Major,1
Sgt Dr. R.D. Fusitiers,1
Sgt F.R.Reserve,1
Sgt Infantry,1
Sgt Innisk Fusders,1
