occupationClaude,count
Muncipal Clerk,1
Municipal Accountant,1
Municipal Clerk Undergraduate R.U.I,1
Municipal Official,1
Municipal Official Assistant Superintendent of Cleaning Dublin Corporation,1
Munipl. Clerk,1
Munisiple Hall Porter,1
Munster and Leinster Bank,1
Murck,1
Murenger,1
Murray's Tobacco Factory,1
Mursery Man,1
Mus Teacher Teacher of Music,1
Mus.Bac,1
Mus: Bachelor Prof: Music,1
Mus: Boc: Cantab. Mus: Doc: T.C.D Music,1
Muschian,1
Musci Commercial Travellers,1
Muscian in Music Hall,1
"Muscian, Organist",1
Muscicisana,1
Muscisian,1
Museum Assistant Science and Art Department Civil Service,1
Museum Attendant Royal Coll of Surgeons,1
Mushioner,1
Musiam Dublin,1
Music 0and Art Teacher,1
Music Assistant,1
Music B.A I.C.D,1
Music Education G,1
Music Hall Artist House and Painter,1
Music Hall Artiste,1
Music Hall Artists,1
Music Hall Comedian,1
Music Hall Hely,1
Music Hall Proffessional,1
Music Hall Stage Assistant,1
Music Hold Professional,1
Music Instructress,1
Music Instrument Dealer,1
Music Master,1
Music Master and District Councillor,1
Music Organiser to Nat Board of Education and Organist,1
Music Organist,1
Music Painting,1
Music Prof,1
Music Profession,1
Music Salesman,1
Music Scholar,1
Music Sellar,1
Music Shop Assistant,1
Music Shop Keeper,1
Music Shop Messenger,1
Music Teacher A L C M,1
Music Teacher Deriving income From Land and House Property,1
Music Teacher L L C M,1
Music Teacher Piano Forte,1
Music Teacher Piano and Violin,1
Music Teacher Pianoforte,1
Music Teacher and Int on Money,1
Music Techer,1
Music Tuner,1
Music Warehouse Assistant,1
Music and English Teacher At Home,1
Music and Musical Instrument Merchant,1
Music and Singing,1
Music and Singing Teacher,1
"Music, BA, TCD. Mus Doc Cantab",1
"Music, Teacher",1
Musical Apprentice,1
Musical Assistant,1
Musical Composer,1
Musical Director Business,1
Musical Ins Maker,1
Musical Inst Maker,1
Musical Inst Merchant,1
Musical Instructor,1
Musical Instrument Salesman,1
Musical Instrumental Dealer,1
Musical Instruments Maker,1
Musical Last Man,1
Musical Master Agent,1
Musical Professor B.A.,1
Musical Proffession,1
Musical Virtuose,1
Musican in Music Hall,1
Musican in Theater,1
Musichan,1
Musicia,1
Musicial Instruments Shopkeeper,1
Musiciam,1
Musician Army,1
Musician Army Pensioner,1
Musician Dulcimer Player,1
Musician Fiddle Player,1
Musician Fiddler,1
Musician Infantry,1
Musician Lance Corporal Band 4th Ba The King's Regt,1
Musician M D Royal University of Ireland,1
Musician Organ Violin and Vocal,1
Musician Organist,1
Musician Piano and Origanist,1
Musician Prof,1
Musician Profession,1
Musician Professor,1
Musician Profsr of Irish By Pipes,1
Musician Street,1
Musician Teacher,1
Musician Vidin,1
Musician Vilionist,1
Musician Violinist,1
Musician and Teacher,1
Musician and Trader,1
Musician in Theater,1
Musician. Bandmaster,1
Musiciancer,1
Musicianed,1
Musicien,1
Musiciner,1
Musicion Violan,1
Musicioner Violin Player,1
Musickteacher,1
Musiconar,1
Musics Teacher,1
Musicseller and Publisher,1
Musien Manager,1
Musilin Server,1
Musketry Instructor,1
Muslen Sawer,1
Muslen Sower,1
Muslen in Broiderer,1
Muslim Lapper,1
Muslin,1
Muslin Emboriderer,1
Muslin Embroiders,1
Muslin Finisher in Wareroom,1
Muslin Folder,1
Muslin Hemstitcher,1
Muslin Lewer,1
Muslin Marker,1
Muslin Server,1
Muslin Serwer,1
Muslin Sever,1
Muslin Sewing,1
Muslin Weaver Retired,1
Muslin Weavers,1
Muslin Weaving Agent,1
Musling Sewer,1
Muson,1
Mussel Man,1
Mussician Paid,1
"Mussier, Weaver",1
Mussilon Weaver,1
Mustard Factory Worker,1
Mustard Manufacture,1
Musun,1
Muth ?,1
Mutler,1
Muzlen Weaver,1
Muzlin Weaver,1
My Help Mate,1
My House Keeper,1
My Own House Keeper,1
My Wife,1
My Wife Only,1
Mycon J R C S I L R Q C P I in Practice B A I C D,1
Mystress,1
N A Maker,1
N Artist,1
N Board Teacher,1
N Butcher,1
N C Walling Night Man Co,1
N Car Driver,1
N Chool Girl,1
N Education Office 2 Class Clerk Irish,1
N Gardener,1
N Gardiner,1
N I L,1
N L Genter,1
N L Teacher,1
N Land Lady Income from Houses,1
N Linen Weaver,1
N P S I,1
N Preffession,1
N Profession,1
N S Assistant Teacher,1
N S J,1
N S Monotress,1
N S School Master,1
N S School Mistress,1
N S Schoolmaster,1
N S Teacher Asst,1
"N S Teacher and Chemistry Science Teacher, Physics and Science Teacher Chemistry Physics and Botany",1
N S Teachers,1
N Schl Teacher,1
N Scholar,1
N School Pensioner,1
N School Pensioner and Farmer,1
N Scolar,1
N Son,1
N T School Teacher,1
N Teacher Assistant,1
N Teacher Moniterse,1
N Teacher Monitor,1
N Teacher Monitress,1
N Teacher Natl School,1
N Teacher Principal,1
N Teacher Retired,1
N Teacher and Instructor in Hard and Eng Under Common of not Eduction,1
N Teacher and Shopkeeper,1
N Teacher at Present Private Tutor and Acctt,1
N Teacher on Pension,1
N Teacher on Pension and Farmer,1
N Teachers Son,1
N Teachers Widow,1
N Van Man,1
N Watch Man,1
"N, Teacher",1
N. B. None,1
N. C. Teacher,1
N. Doctor,1
N. Governess,1
N. Milchs Man,1
N. S Monitress,1
N. S. Teacher Assistant,1
N. S. Teacher B A. and L L B.,1
N. S. Teacher B. A. R. U. I,1
N. S. Teacher Daughter,1
N. S. Teacher Principal,1
N. S. Teacher and Farmer,1
N. S. Teacher and Organist,1
N. S. Teachers Son,1
N. S. Work Mistress,1
N. S.Teacher,1
N. School Assistant Teacher,1
N. Scollar,1
N. T. Pensioner,1
N. Teacher Asst,1
N. Teacher Carduff N. School,1
N. Teacher Ex,1
N. Teacher Formerly,1
N. Teacher N.S.,1
N. Teacher Pensioner,1
N. Teacher Retired,1
N. Teacher School,1
N. Teacher Undergraduate R.M.I.,1
N. Teacher and Farmer,1
N. Teacher's Wife,1
"N. Teacher, Shopkeeper Farmer",1
N. Teachers Wife,1
N.A.S. Painter No. 2 Branch,1
N.B Schoolmaster,1
N.B.Teacher,1
N.C. Teacher,1
N.G.R.N.T. Medical Student,1
N.S,1
N.S Pensioner,1
N.S Pupil Teacher,1
N.S Teacher R.N.I,1
N.S Teacher and Farmer,1
N.S. Assistant,1
N.S. Assistant T,1
N.S. Assistant Teacher,1
N.S. Farmer and Pensioner,1
N.S. Moniter,1
N.S. Monitrees,1
N.S. Principal Teacher,1
N.S. Pupil Teacher,1
N.S. Teachear and Farmer,1
N.S. Teacher Assistant,1
N.S. Teacher Female,1
N.S. Teacher Graduate B.A. R.W.,1
N.S. Teacher Monitress,1
N.S. Teacher Not Sewing,1
N.S. Teacher Principal,1
N.S. Teacher School Mistress,1
N.S. Teacher Superannuated,1
N.S. Teacher Undergraduate R U I.,1
N.S. Teacher Unemployed,1
N.S. Teacher and Orgainst,1
N.S. Teacher at Training,1
N.S. Teacher in Training,1
N.S.Pensioner,1
N.S.T. Pensioner,1
N.S.Teacher and Farmer,1
N.School Pensioner,1
N.T,1
N.T Wife,1
N.T. Tuitions,1
N.Teacher Assistant,1
N.Teacher Unemployed,1
N.W.C,1
N.t School Pensioner,1
NA Going to School,1
NAt School Teacher,1
NS Monitress,1
NS. Teacher,1
Na Teacher Farmer at Present,1
Naavy Labourer,1
Naberdasker,1
Nady Cooper,1
Nail Bagg Overlooker,1
Nail Make,1
Nail Maker Master,1
Nail Maker and Army Pensioner,1
Nail Maker's Son,1
Nail Making Wife,1
Nail Smith Master,1
Nail Smith Unemployed,1
Nailar,1
Nailer Maker,1
Nailer Master,1
Nailer Retired,1
Nailer Unemployed,1
Nailer Uninployed,1
Nailer and Blacksmith,1
Nailer and General Labourer,1
Nailer to Trade,1
Nailer's Daughter,1
Nailers Daughters,1
Nailk Woman,1
Naillor,1
Nailmaker Retired,1
Nailon,1
Nailor Son,1
Nailor Tramp,1
Nailor Unplouyed,1
Nailors,1
Nailors Wife,1
Nailour,1
Naitmaker,1
Nal Teacher Superannuated,1
Nal. Teacher,1
Name Changed by Adoption,1
Name from Land Houses Dividends and c,1
Namp,1
Nan Bread Driver,1
Naral Architect,1
Naral Pensioner,1
Naral Police,1
Narice,1
Narlor,1
Narlor by Trader,1
Narrow Income,1
Narvie,1
Narvy Link Line,1
Nary,1
Nary Pensioner,1
Nash Clerk,1
Nassock Maker,1
Nat Assistant Teacher,1
Nat Bank Porter,1
Nat Sch Teacher; B.A. R.N.I,1
Nat Schl T Daughter,1
Nat School,1
Nat School Asst Teacher,1
Nat School Monitoress,1
Nat School Pensioner,1
Nat School Teacher B A of Royal University,1
Nat School Teacher and Grocer,1
Nat School Teacher's Wife,1
Nat School Workmistress,1
Nat Shop Assistant,1
Nat Teacher Assistant,1
Nat Teacher Principal,1
Nat Teacher Student,1
Nat Teacher Under Grad. R U I,1
Nat Teacher Unemployed,1
Nat Teacher and Farmer Undergraduate R.U.I,1
Nat Teacher and Undergraduate R U I,1
Nat Teacher und Grad R. U. J,1
Nat Teachers Wife,1
Nat school Monitor,1
Nat school Teacher,1
Nat'l School Teacher,1
"Nat, Sch. Teacher",1
"Nat, Shool Teacher",1
"Nat, Teacher",1
Nat. B. Teacher,1
Nat. Elem. Sch. Teacher,1
Nat. S Teacher,1
Nat. S. Teacher and Farmer,1
"Nat. S. Teacher, Undergraduate R. U. I.",1
Nat. Sc. Teacher,1
Nat. Sch Teacher,1
Nat. Sch. Teacher Un Occupaid,1
Nat. Sch. Workmisters,1
Nat. Schl Teacher,1
Nat. School Music Teacher,1
Nat. School Teacher Pensioner,1
Nat. School Teacher R. U. I.,1
Nat. School Teacher Unemployed,1
Nat. School Teacher in Sligo Union,1
"Nat. School Teacher, B.A R.U.I",1
Nat. School Work Mistress,1
Nat. School.Teacher,1
Nat. Teacher B.A. R.U.I Law Student Q.C. Belfast,1
Nat. Teacher II,1
Nat. Teacher Retired,1
Nat. Teacher Sub. Rn.,1
Nat. Teacher and Clerk of Loan Fund Grauduate B A,1
Nat. Teacher and Farmer,1
Nat. Teacher and Post Master,1
"Nat. Teacher, B.A. T C D",1
Nat. sch. Teacher,1
Nat.Ed.Pensioner,1
Nat.Schl.Teacher,1
Nat.School Teacher and Farmer,1
Nat.Teacher and Farmer,1
Nat: School Teacher,1
Natal School Teacher,1
Natal Volunteer,1
Nath School Teacher,1
Natiolar School Teacher,1
Nation School Master,1
Nation Teacher,1
"National Assist, Teacher",1
National Asst Teacher,1
National Attendant N School Sallery,1
National Bank,1
National Board Monitress,1
National Board School Teacher,1
National Board Teacher Not Boath,1
National Boarder School mistress,1
National Clerk Telephone Company,1
National Educ. Teacher,1
National Education Messenger,1
National Elementary Teacher,1
National Ex Teacher,1
National Leabourer Telephone,1
National Leader,1
National Model School Teacher,1
"National Model School Teacher Training Assistant, B.A. Graduate R.U.I.",1
National Model School Teacher and Training Assistant,1
National N Teacher,1
National Retired Teacher,1
National S Master,1
National S Monitoress,1
National S Teacher Assistant,1
National S Teacher Out of Employment,1
National S Teacher in Training,1
National S Teacher's Son,1
National S. Monitress,1
National S. Pensioner,1
National S. Teacher Asst.,1
National S. Teacher Sewing Mistress,1
National S. Teacheress,1
National Sc Teacher,1
National Sch Teacher B.A R U I,1
National Sch. Monitor,1
National Sch: Teacher,1
National Scholar,1
National Scholl Teacher,1
National School Ex Teacher Pensioner,1
National School French unemployed,1
National School Junior Teacher,1
National School Male Teacher,1
National School Manitress,1
National School Mestrees,1
National School Mistrers,1
National School Monitrees,1
National School Mourtress,1
National School Navan Boys,1
National School Navan Girls,1
National School Queenstown,1
National School Retired Teacher,1
National School Scholar,1
National School Seamstress,1
National School Servant,1
National School T. Unemployed,1
National School Teache,1
National School Teacher 1st Class,1
National School Teacher 2nd Class,1
National School Teacher Also Farmer,1
National School Teacher Assistant Undergraduate R.U.I.,1
National School Teacher B.A L.U.,1
National School Teacher B.A.; B.Sc.,1
National School Teacher B.A.R.U.I,1
National School Teacher Bachelor of Arts,1
National School Teacher Convent Female,1
National School Teacher English,1
National School Teacher English and Irish Languages,1
National School Teacher Farmer,1
"National School Teacher Farmer, Land Surveyor and Insurance Agent",1
National School Teacher Librarian Coleraine Library,1
National School Teacher Moniteress,1
National School Teacher Pensioner,1
National School Teacher Ret,1
National School Teacher Retired on Pension,1
National School Teacher Student Pharmaceutical,1
National School Teacher Sub Postmaster,1
National School Teacher The Ordinary Branches of School Programmer,1
National School Teacher Undergraduate R.U.I.,1
National School Teacher Undergraduate Royal University,1
National School Teacher Wife,1
National School Teacher and Undergraduate R U I,1
National School Teacher retired,1
National School Teacher's Wife,1
"National School Teacher, BA",1
National School Teacher. Having No Appointment at Present,1
National School Teachers Son,1
National School Work ?,1
National School Work Mistress,1
National School Workmakers and Milliner,1
National Schoolar,1
National Schoolmistress,1
National Scl. Teacher,1
National Teach Pensioner,1
National Teache,1
National Teacher 1st Class,1
National Teacher 1st Div 1st Class and Farmer,1
National Teacher 1st Grade,1
"National Teacher Ass.,",1
National Teacher Assist,1
National Teacher Ast,1
National Teacher B A. L. L D,1
National Teacher B. A,1
National Teacher B. A. I. C. D. B. A. R. U. I,1
National Teacher B.A,1
National Teacher B.A. ?,1
National Teacher B.A. R.U.I.,1
National Teacher B.A.R.N.I,1
National Teacher B.A.R.U.I,1
National Teacher Board,1
National Teacher Daughter,1
National Teacher Disengaged,1
National Teacher Elementary,1
National Teacher English Mathematics and Music,1
National Teacher First Class,1
National Teacher Ireland English,1
National Teacher Neouton,1
National Teacher Pensioner Farmer,1
National Teacher Pensioner House and Land Proprietor,1
National Teacher Pensioner Retired F Teacher,1
National Teacher Primary,1
National Teacher Principel,1
National Teacher Principle,1
National Teacher Private,1
National Teacher Resigned,1
National Teacher Retired on Pension,1
National Teacher Son,1
National Teacher Sorting and Telegraph Clerk,1
National Teacher Tem,1
National Teacher Undergrad R.U.I,1
National Teacher Undergraduate J. C. D,1
National Teacher Undergraduate R.U.I,1
National Teacher Wife,1
National Teacher Work Mistress,1
National Teacher and B A,1
National Teacher and Farmers,1
National Teacher and Grocer,1
National Teacher and Insurance Agent,1
National Teacher and Organist,1
National Teacher and Postmistress,1
National Teacher and Private Tutor,1
National Teacher and R. D. I. Undergraduate,1
National Teacher and Shopkeeper,1
National Teacher and Sub Postmaster,1
National Teacher and Undergraduate of R U J,1
National Teacher in Fraining College,1
National Teacher in Local National School,1
National Teacher in Ordinary N.S.,1
National Teacher in Workhouse,1
National Teacher's Son,1
National Teacher's Wife,1
"National Teacher, B.A",1
"National Teacher, Exripation Agent",1
"National Teacher, and Undergraduate of Royal University",1
National Teacher: Graduate of Trinity College,1
National TeacherB A,1
National Teachers Son,1
National Teachers Wife,1
National Telephone Inspector,1
National and Priv Teacher,1
National and S. Teacher,1
National and School Teacher,1
National and School Teacherss,1
National of School Teacher,1
National school teacher,1
National. S. Teacher.,1
Nationalist School Teacher,1
Nationl School Teacher,1
Nationl Schoolteacher,1
Native of India Servant to Capt Grahim,1
Natl Sch. Pensioner,1
Natl Sch. Teacher,1
Natl Schl Teacher W Mistress,1
Natl School,1
Natl School Monitor,1
Natl School Pensioner,1
Natl School Retired Teacher,1
Natl School Teacher B A L L B,1
Natl School Teacher Prin,1
Natl School Teacher and Insurance Agent,1
Natl School Teacher and Organist,1
Natl School Workmistress,1
Natl Teacher Farmer,1
Natl Teacher Notemployed,1
Natl Teacher Retired,1
Natl Teacher Son,1
Natl Teacher Sub Post Master,1
Natl Teacher and Pensioner,1
Natl Teacher and Shopkeeper,1
Natl. S. Assistant,1
Natl. S. Teacher Elementary School,1
Natl. Sch. Teacher and Farmer,1
Natl. Schl Teacher,1
Natl. Scholl Teacher,1
Natl. School Assistant,1
Natl. School Master,1
Natl. School Monitor,1
Natl. School Teacher Farmer,1
Natl. School Teacher In Training for Marlbor's St T.C,1
Natl. School Teacher Pensioner,1
Natl. School Teacher Unemployed,1
"Natl. School Teacher, Not Teaching",1
"Natl. School Teacher, Not Yet Employed",1
"Natl. School, Teacher",1
Natl. School. Teacher,1
Natl. Teacher Pensioner Also Farmer,1
Natl. Teacher Principal,1
Natl. Teacher Retired,1
Natl. Teacher in Training,1
Natl. Teacher. B. A. R. U. I,1
Natl.School Teacher,1
Natla Teacher,1
Natn School Teacher,1
Natnl. Teacher,1
Natoon Prison Gate Mission,1
Natt Teacher,1
"Natt, Teacher and Fames",1
Natuarlist,1
Naturalest,1
Naturalist Wife,1
Naturalist and Bird Merchant,1
Naturalist and Farrier,1
Naught,1
Naulas,1
Naurse,1
Nautical Instructor,1
Navagation Labourer,1
Navagation Lock Keeper,1
Naval Archetech,1
Naval Architect Student,1
Naval Architest,1
Naval Civil Pensioner,1
Naval Coast Gd Salesman Officer Pensioner,1
Naval Deserve Man and General Labourer,1
Naval Draughtsman,1
Naval Master at Arms Pensioner Employed at ? U.B.? as Supr Domestic Servant Gens,1
Naval Office,1
Naval Officer,1
Naval Officer Captain Retired,1
Naval Officer Retired,1
Naval Officer Retired Inspector Generl of Hospitals Med. Dep.,1
Naval Officers Widow,1
Naval Penioner,1
Naval Penisoiner,1
Naval Penisoner,1
Naval Penosiner,1
Naval Pens?,1
Naval Penshion,1
Naval Pensinor Commissioned Boatman,1
Naval Pensionar,1
Naval Pensioner / Class Pety Officer,1
Naval Pensioner 1st Class Petty Officer,1
Naval Pensioner Bank Porter,1
Naval Pensioner Board of Trade Officer,1
Naval Pensioner Bootmaker,1
Naval Pensioner British Service,1
Naval Pensioner Care Taker,1
Naval Pensioner Carpenter,1
Naval Pensioner Chief Boatman,1
Naval Pensioner Coast Gards,1
Naval Pensioner Coast Guard,1
Naval Pensioner Customs Watcher,1
Naval Pensioner Electrician,1
Naval Pensioner Farmer,1
Naval Pensioner Gate Lodge Keeper,1
Naval Pensioner Invalided,1
Naval Pensioner Publican and Grocer,1
Naval Pensioner Q. Master,1
Naval Pensioner Retired,1
Naval Pensioner Royal Marines Barber,1
Naval Pensioner Seaman,1
Naval Pensioner Store Keeper Dublin and Boat Club,1
Naval Pensioner Sub Post Master,1
Naval Pensioner Tempy and Farmer Servant,1
Naval Pensioner U. N. States,1
Naval Pensioner and Caretaker,1
Naval Pensioner and GateKeeper,1
Naval Pensioner and General Labourer,1
Naval Pensioner and House Property,1
Naval Pensioner and Postman,1
Naval Pensioner and Shepherd,1
Naval Pensioner and Temperly Employed in Customs,1
Naval Pensioner at Present Watcher in H M Customs,1
Naval Pensioner's Wife,1
Naval Pensionor,1
Naval Pensior,1
Naval Pensitner,1
Naval Pensoner,1
Naval Pinsinor,1
Naval Pinsion and Caretaker Masonic Hall,1
Naval Recruit,1
Naval Reserve 1st Class,1
Naval Reserve Man and Genral Labourer,1
Naval Reserve Pensioner,1
Naval Reviewner,1
Naval Salior,1
Naval School Master,1
Naval Seaman P. O,1
Naval Seaman Pensioner,1
Naval Stoker,1
Naval Stoker Pensioned,1
Naval Store Labourer,1
Naval Storehouseman,1
Naval Sw,1
Naval pensioner,1
"Naval, Pensioner",1
Navay,1
Navay Pensioner,1
Navel 1st Class P.O.,1
Navel Dalour,1
Navel Pensioner Carpenter,1
Navel Pensioner Labourer,1
Navel Pensioner Non Farmer,1
"Navel Pensioner R, M",1
Navel Pensioner and Sexton,1
Navel Ponisor,1
Navey 2nd Class Shoper,1
Navey Labour,1
Navey Pensioner Bank Porter,1
Navey Pinsone,1
Navey Training ship,1
Navial Pensioner,1
Navie,1
Navie Labourer,1
Navie Pensioner,1
Navigating Lieutenant Pensioner,1
Navigative Labourer,1
Navil Pensioner Labourer in Engine Works,1
Navil Pensioner and General Labourer,1
Navil Reserve Man and Fisherman,1
Navoy on Railway,1
Navvey Ganger,1
Navvy Foreman,1
Navvy Ganger,1
Navvy General Labourer,1
Navvy Pensioner,1
Navvy Wife,1
Navvy and Farmer,1
Navvy and Labouer,1
Navvy and Nipper,1
Navvy on Railwary,1
Navvy's Daughter,1
Navvy. Unemployed,1
Navvyan Railway,1
Navy A B,1
Navy B. C. G.,1
Navy Cooper,1
Navy Guardian,1
Navy Labour,1
Navy Mariner,1
Navy Pensioner Clerk,1
Navy Pensioner Marine Engine Works Store Keepers Assistant,1
Navy Pensioner R.N,1
Navy Pensioner and Farmer of R. N. C. V,1
Navy Pensioner and Gardiner,1
Navy Pensioner and Gate Keeper,1
Navy Pensioner and Weaver,1
Navy Pensioners Wife,1
Navy Pensoiner,1
Navy Penstioner,1
Navy Reserve 2 Class,1
Navy Reserve Man and General Labourer,1
Navy Retired Pensioner,1
Navy Sailor,1
Navy Seaman,1
Navy Seamen Branch Coast Guard Commistioned Boatman,1
Navy U. S Pensioner,1
Navy Vender,1
"Navy, Boatman Coast Guards",1
Navyman's Wife,1
Ne Braider in Factory,1
Ne School Teacher,1
Neadle Woman,1
Neadle Work,1
Nealor,1
Near Genl Dean and P P,1
Necessary House Work,1
Nedbeen A Servant,1
Neddlar,1
Neddle Cleaner,1
Neddle Maker,1
Neddle Woman,1
Nedel Worker,1
Nedle Woman,1
Nedlewoman,1
Nedly Woman Seamstress,1
Need Maker,1
Needeles Woman,1
Needl Woman,1
Needle Woman BTM,1
Needle Woman Domestic Servant,1
Needle Woman Quilting,1
Needle Woman Under Clothing,1
Needle Woman Unemployed,1
Needle Woman in Factory,1
Needle Work Instructer,1
Needle Work Organizer,1
Needle Work Seamstress,1
Needle Work Teaching,1
Needle Work and Samestress,1
Needle Worker Bag Maker,1
Needle Worker Retired,1
Needle Wourk,1
Needleman,1
Needler Work,1
Needles Woman,1
Needles Work Mistress,1
Needleswoman,1
Needlewoman Unemployed,1
Needlework Artist,1
Needlework Mistress,1
Needlework Teacher National School,1
Needlework and Knitting Stockings,1
Needlwoman,1
Neeler Linen Factory,1
Neeple Climber,1
Neetter,1
Negetabe Dealer,1
Negetable Dealer,1
Negtable Cook,1
Neicer,1
Neidle Worker,1
Neigh Master,1
Neighmaster,1
Neil Car Driver,1
Neil Maker,1
Neill Worker,1
Neivetler,1
Neller in Factory,1
Nenagh Co Tipy,1
Nent and Dividends,1
Nephew Labour,1
Nephew on a Visitor,1
Nephew to the Dairy Assistant,1
Neros Vender,1
Nestor,1
Net Employed,1
Net Farmer's Wife,1
Net Finisher,1
Net Maker Fish,1
Net Maker Rope Factory,1
Net Maker Working at Home,1
Net Maker in Rope Factory,1
Net Maker in Rope Works,1
Net Minder,1
Net School Teacher,1
Net Surgeon,1
Nett Machine Mechanic,1
Netter Roap,1
Netter Rope Works,1
Netter Ropework,1
Netter Ropeworks,1
Netter Thread,1
Netter Twine,1
Netter in Roap Works,1
Netter in Rope Factory,1
Netter in Rope Work,1
Netter in the Roapwork,1
Netters,1
Netting in Roop Walk,1
Networker,1
Neus Vendor,1
Never Had Any Occupation,1
Never Worked,1
Never able to Work,1
Never at school,1
Never out of House,1
Neverfit for Occupation,1
New Agent Clerk ?,1
New Agent and Stationerss,1
New Agents Assistant,1
